Protein name	Uniprot ID	NCBI Gene ID	Function
Actr6	A0A1W2P6E1	-	target gene
4930451G09Rik	Q8C5G4	-	target gene
Dnah10	D3YYQ8	56087	target gene
Lgals3	D3YVT4	-	target gene
Sorbs1	A0A286YDJ3	-	target gene
Nck2	O55033	17974	target gene
Zfp950	Q8BL88	414758	target gene
Cers5	Q9D6K9	71949	target gene
Fam214b	Q8BR27	230088	target gene
Gng11	P61953	66066	target gene
Tpm3	P21107	59069	target gene
Glt1d1	A4FUP9	319804	target gene
Tex30	Q3TUU5	75623	target gene
Mier2	Q3U3N0	70427	target gene
Fgfr2	E9PX60	-	target gene
Rnf20	Q5DTM8	109331	target gene
Satb1	Q60611	20230	transcription factor and target gene
Jak2	G5E852	16452	target gene
Zswim8	Q3UHH1	268721	target gene
Smok3c	A0A087WSF2	622486	target gene
Pes1	Q9EQ61	64934	target gene
Med8	Q9D7W5	80509	transcription factor
Mroh5	E9PUJ8	-	target gene
Aqp11	Q8BHH1	66333	target gene
Nobox	Q8VIH1	18291	transcription factor and target gene
Aig1	Q9D8B1	66253	target gene
Olfr1019	Q8VGS3	259017	target gene
Tbc1d14	D3YWM7	-	target gene
Tex21	Q497Q3	80384	target gene
Gltp	Q9JL62	56356	target gene
Smoc1	A0A0R4J1E4	64075	target gene
Pld4	Q8BG07	104759	target gene
Glrx	Q9QUH0	93692	target gene
Tiparp	Q8C1B2	99929	target gene
Myo15b	A0A1Y7VNG3	-	target gene
Ddx52	Q8K301	78394	target gene
Vmn1r197	Q8R265	171278	target gene
Ak5	Q920P5	229949	target gene
Ets2	P15037	23872	transcription factor and target gene
Zfy2	P20662	22768	target gene
Immt	Q8CAQ8	76614	target gene
Retn	Q99P87	57264	target gene
Mdm2	P23804	17246	transcription factor and target gene
Psen2	Q3U4P5	19165	target gene
Ltb	P41155	16994	target gene
Srrm1	F6T4M4	-	target gene
Cep72	Q9D3R3	74470	target gene
Btbd3	P58545	228662	target gene
Serpina12	Q7TMF5	68054	target gene
Becn1	O88597	56208	target gene
Rdh9	Q8K5C8	103142	target gene
Id2	P41136	15902	transcription factor and target gene
Megf6	F6YCL7	-	target gene
Ly6a	P05533	110454	target gene
Olfr1054	Q8VGS7	259021	target gene
Acsl6	Q91WC3	216739	target gene
Akr1c12	Q9JLI0	622402	target gene
Hes6	Q9JHE6	55927	transcription factor and target gene
Cplx3	Q8R1B5	235415	target gene
Lipk	Q8BM14	240633	target gene
Psmg2	Q9EST4	107047	target gene
Ccdc136	A0A0J9YVA8	-	target gene
Pacs2	Q3V3Q7	217893	target gene
Taf15	F6QCI0	-	target gene
Ifna13	Q80SU4	230396	target gene
Gm6614	L7N251	625716	target gene
Ulk2	Q9QY01	29869	target gene
Ddx3x	Q62167	13205	target gene
Nadk2	Q8C5H8	68646	target gene
Nrdc	Q8BHG1	230598	target gene
Scml2	B1AVB2	-	target gene
Mcm6	P97311	17219	transcription factor
Herc3	D3Z3U0	-	target gene
Gcm2	O09102	107889	transcription factor and target gene
B430203G13Rik	Q8BL23	-	target gene
Kdm1a	Q6ZQ88	99982	target gene
Sec23b	Q9D662	27054	target gene
Slc26a7	Q8R2Z3	208890	target gene
9430015G10Rik	A2ASP7	230996	target gene
Bora	Q8BS90	77744	target gene
CK137956	B1AYM9	635169	target gene
Lbx1	P52955	16814	transcription factor and target gene
Gm2016	Q3TQZ4	100039042	target gene
Carf	Q8VHI4	241066	target gene
Cdh8	P97291	12564	target gene
Fut4	Q11127	14345	target gene
Dock3	F6VMI1	-	target gene
Taar1	Q923Y8	111174	target gene
Gabrb3	P63080	14402	target gene
Atp13a3	Q5XF89	224088	target gene
Hnf4a	P49698	15378	transcription factor and target gene
-	E9Q2Y4	-	target gene
Saxo1	B1AXP3	75811	target gene
Myo6	V9GXM4	-	target gene
Inpp5k	Q8C5L6	19062	target gene
Des	P31001	13346	target gene
Bsdc1	Q80Y55	100383	target gene
Txndc5	Q91W90	105245	target gene
Zc3h7a	D6RI42	-	target gene
Osbp2	Q5QNQ6	74309	target gene
Gimd1	E9PW74	433653	target gene
Arhgap21	B7ZCJ0	71435	target gene
Stk35	Q80ZW0	67333	target gene
Ppef1	O35655	237178	target gene
Hic1	Z4YJP0	15248	target gene
Cyp2c50	Q91X77	107141	target gene
Epb41l1	A2AUK7	13821	target gene
Tcfl5	E9Q5K1	-	transcription factor and target gene
Fhod1	Q6P9Q4	234686	target gene
Nlrp4f	A0A1Y7VM62	-	target gene
Ube2u	B1AUC4	381534	target gene
Utp20	A0A1W2P6J9	-	target gene
Mrps5	Q99N87	77721	target gene
Fam122b	Q6NZE7	78755	target gene
Zfp947	Q8BIQ6	210853	target gene
Srrm1	F7BWM1	-	target gene
Nsf	P46460	18195	target gene
Celf4	Q7TSY6	108013	target gene
Plekhg2	A0A0R4J1S3	-	target gene
Hbb-bs	E9Q223	-	target gene
Alb	P07724	11657	target gene
CN725425	F8VQ66	-	target gene
Tgfb3	Q3TRQ9	21809	target gene
Rnh1	Q91VI7	107702	target gene
Plppr2	Q8VCY8	235044	target gene
Vcan	G3XA35	13003	target gene
Farp1	F8VPU2	223254	target gene
Igsf8	D3Z4Q8	-	target gene
2410004P03Rik	A0A087WQ37	-	target gene
Tie1	Q06806	21846	target gene
Cd69	P37217	12515	target gene
Wnt7b	P28047	22422	target gene
Utrn	Q3UYS4	22288	target gene
Dysf	Q9ESD7	26903	target gene
Lmtk3	A0A1B0GR61	-	target gene
Txnrd1	Q9JMH6	50493	target gene
Slc5a6	Q5U4D8	330064	target gene
Tsen15	E0CY96	-	target gene
Poc5	Q9DBS8	67463	target gene
Ndel1	Q9ERR1	83431	target gene
Slc6a21	A0A1B0GSE3	-	target gene
Sdr42e1	Q9D665	74032	target gene
Tmem150b	Q8R218	330460	target gene
Vmn2r16	E9Q025	384220	target gene
Rock1	P70335	19877	target gene
Scaper	Q8BIZ8	-	target gene
Mocs2	A0A0R4J206	17434	target gene
Cenpf	E9Q3P4	108000	target gene
Rgsl1	H3BL40	240816	target gene
Tgds	Q8VDR7	76355	target gene
Hpf1	Q8CFE2	72612	target gene
Nat8l	A0A0R4J0R4	269642	target gene
Frem1	Q684R7	329872	target gene
Gpr176	Q80WT4	381413	target gene
Efcab7	B1B0D1	-	target gene
Prl2c1	Q5SVL9	666317	target gene
Nlrp4f	L7N1W9	97895	target gene
Abhd4	A0A0G2JGK5	-	target gene
F830045P16Rik	Q8BJ95	228592	target gene
CB076_MOUSE	Q9CRW3	73103	target gene
Tusc2	Q9WVF8	80385	target gene
Abca16	E9PWJ7	-	target gene
Klhl32	J3QPI3	-	target gene
Boc	D3Z763	117606	target gene
Pabpc6	Q9D4E6	67543	target gene
Sntb1	Q99L88	20649	target gene
Lpcat3	Q91V01	14792	target gene
Ubap1l	G3UW59	208080	target gene
Otud4	B2RRE7	73945	target gene
Tbx2	Q60707	21385	transcription factor and target gene
Tor1a	Q9ER39	30931	target gene
Cdhr3	Q8BL00	68764	target gene
Naxd	J3QPU6	-	target gene
Rgn	Q64374	19733	target gene
Them6	Q80ZW2	223626	target gene
Add3	Q9QYB5	27360	target gene
Adamtsl3	G3UWL5	-	target gene
Khk	A0A0J9YTU1	-	target gene
Bpifc	Q3V1D7	270757	target gene
Rasal2	E9PW37	226525	target gene
Folh1	O35409	53320	target gene
Tmem131l	Q3U3D7	229473	target gene
Kif16b	B1AVY7	16558	target gene
Trip4	Q9QXN3	56404	target gene
Ugt1a7c	Q6ZQM8	394432	target gene
Hmgxb4	Q3U0Q0	-	target gene
Pomgnt2	Q8BW41	215494	target gene
Fgd3	Q3TNB8	30938	target gene
Rrm2	P11157	20135	target gene
Rgcc	Q9DBX1	66214	target gene
Slc20a1	Q61609	20515	target gene
Tent5d	B1ATX4	-	target gene
Bcas2	Q9D287	68183	target gene
Usp7	E0CY04	-	target gene
Arhgap5	A0A1W2P6H9	-	target gene
CL066_MOUSE	Q6P1I3	270802	target gene
Arhgef17	Q80U35	207212	target gene
Hat1	Q8BY71	107435	target gene
Nkain4	Q9JMG4	58237	target gene
Gcc2	B2RSU7	70297	target gene
Pbld2	Q9CXN7	67307	target gene
Coq10a	A0A1W2P7G5	210582	target gene
Ttll7	E9Q6C6	70892	target gene
Ighv3-5	A0A0A0MQC1	-	target gene
Slc9b1	E0CY67	-	target gene
Olfr1025-ps1	A0A140T8K3	-	target gene
Zfp369	E9Q628	-	target gene
Lrrc47	Q505F5	72946	target gene
Bckdha	A0A0U1RPK5	-	target gene
Slc25a11	Q9CR62	67863	target gene
Ube2o	Q6ZPJ3	217342	target gene
Pou2af1	Q64693	18985	transcription factor and target gene
Krtap27-1	E9PX37	239933	target gene
Gask1a	Q3UY90	245050	target gene
Oog2	Q7TPX8	381570	target gene
Hsf1	P38532	15499	transcription factor
Ly6i	Q9WU67	57248	target gene
H2-Eb1	P04230	-	target gene
Ifitm5	O88728	73835	target gene
Prkcb	P68404	18751	target gene
Slc9b1	G5E8I2	74446	target gene
Cd1d1	A0A0R4J090	12479	target gene
Gck	P52792	103988	target gene
Dhrs9	Q58NB6	241452	target gene
Dhx15	O35286	13204	target gene
Plekhg6	Q8R0J1	213522	target gene
4930432K21Rik	D3YVH8	-	target gene
Olfr376	Q8VGI2	258924	target gene
Kcnma1	E3VRZ4	-	target gene
Pgm5	Q8BZF8	226041	target gene
BC051142	A2CG24	407788	target gene
Tbc1d4	E0CX53	210789	target gene
Specc1l	Q2KN98	74392	target gene
Inha	Q04997	16322	target gene
Spert	Q32MG2	67926	target gene
Usp37	Q8C0R0	319651	target gene
IL36RN	Q9QYY1	54450	target gene
Mcpt4	Q3UN88	17227	target gene
Lrrc41	Q8K1C9	230654	target gene
Frmd5	Q6P5H6	228564	target gene
Cacna1e	A0A2I3BPS0	-	target gene
Wdr72	D3YYM4	546144	target gene
Bmp4	P21275	12159	transcription factor and target gene
Hyi	E9QLT0	-	target gene
Lrrc28	Q3TX51	67867	target gene
Gfm1	Q8K0D5	28030	target gene
Styxl1	D3YZ02	76571	target gene
Pias1	O88907	56469	transcription factor and target gene
Plbd1	A0A0R4J0B2	66857	target gene
Ncoa4	E9PWU9	-	transcription factor and target gene
CK053_MOUSE	Q9D8Q6	69809	target gene
Xkr5	Q5GH66	319581	target gene
Tmem161a	Q8VCA6	234371	target gene
Marveld3	G3X9A4	73608	target gene
Olfr1250	Q8VGM3	258967	target gene
Dmrt1	Q9QZ59	50796	transcription factor and target gene
Plekha5	A0A0N4SV65	-	target gene
Cyp3a57	D3YYZ0	622127	target gene
H2-Eb1	O78196	14969	target gene
Ccdc180	J3QNE4	381522	target gene
Pparg	M1VPI1	19016	target gene
Igh	Q58E56	-	target gene
Zfp655	A0A0G2JEF7	-	target gene
Mark2	F6UY70	-	target gene
Mog	Q3UY21	17441	target gene
Rasl11b	Q922H7	68939	target gene
Cdh3	P10287	12560	target gene
Phf21a	F6TL54	-	target gene
Cstb	Q62426	13014	target gene
Slc9a5	B2RXE2	277973	target gene
Afp	P02772	11576	target gene
Daxx	O35613	13163	transcription factor
Nog	P97466	18121	target gene
Tat	Q8QZR1	234724	target gene
Bckdha	Q3U3J1	12039	target gene
Dad1	P61804	13135	target gene
Cope	O89079	59042	target gene
Lrp1	A0A0R4J0I9	16971	target gene
Pls3	Q99K51	102866	target gene
Dip2c	B7ZMZ7	-	target gene
Elmod3	Q91YP6	232089	target gene
Ahrr	A0A0R4J020	11624	target gene
Olfr1330	Q8VEY6	258331	target gene
Cox19	Q8K0C8	68033	target gene
Lag3	Q61790	16768	target gene
Trim30a	P15533	20128	target gene
Cnih1	O35372	12793	target gene
Tshz2	Q68FE9	228911	target gene
Edem1	Q925U4	192193	target gene
Cyp7b1	Q60991	13123	target gene
Eif2ak1	Q9Z2R9	15467	target gene
Il12a	P43431	16159	target gene
Pfkfb3	A2AUP5	170768	target gene
Ica	Q9DBD0	71775	target gene
CF203_MOUSE	Q9CQF4	67851	target gene
Smyd3	Q9CWR2	69726	target gene
Sntb2	Q61235	20650	target gene
Ptpra	P18052	19262	target gene
Gm1043	A0A140LJA6	-	target gene
Pdcd1lg2	Q9WUL5	58205	target gene
Map3k13	Q1HKZ5	71751	target gene
Ccdc54	Q9DAL3	69339	target gene
Vma21-ps	A0A140T8R2	-	target gene
Cetn3	O35648	12626	target gene
Tspyl3	Q3UYP3	241732	target gene
P2rx6	O54803	18440	target gene
Kmt2a	P55200	214162	target gene
Luc7l3	Q5SUF2	67684	target gene
1700008P02Rik	Q9DAJ8	69347	target gene
Scp2d1	Q9DAH1	66328	target gene
Arhgap21	G3UWM5	-	target gene
AU041133	A0A0J9YVH3	216177	target gene
Itga7	A0A1W2P7M9	-	target gene
Relb	Q04863	19698	transcription factor and target gene
Muc5ac	Q9CVD4	-	target gene
Klra17	Q9JMA4	170733	target gene
Sik2	F8VPT7	235344	target gene
Wdr93	Q402B2	626359	target gene
C1d	O35473	57316	target gene
Twist1	P26687	22160	transcription factor and target gene
Gucy2g	Q6TL19	73707	target gene
Sval2	D3Z4E7	-	target gene
Tmem91	Q8C581	320208	target gene
Lmnb2	P21619	16907	target gene
Tead2	P48301	21677	transcription factor and target gene
Dhh	Q61488	13363	target gene
Adcy2	Q3V1Q3	210044	target gene
Sh3tc2	Q80VA5	225608	target gene
Smtnl1	Q99LM3	68678	target gene
Gabrr3	B2RXA8	328699	target gene
Uri1	Q3TLD5	19777	target gene
Tut7	A0A286YD79	-	target gene
Aff1	B1AVP1	-	target gene
Herc3	A6H6S0	73998	target gene
Rad50	E9PUJ2	-	target gene
ATp6v1fnb	B9EJX3	668210	target gene
C87977	A2A958	97187	target gene
Misp	Q9D279	78906	target gene
Cys1	A0A0R4J216	12879	target gene
BC053393	A0A0B4J1F6	407814	target gene
Srebf2	Q3U1N2	20788	transcription factor and target gene
Aldh7a1	Q9DBF1	110695	target gene
Usp40	Q8BWR4	227334	target gene
Fank1	Q9DAM9	66930	target gene
Rhobtb1	Q9DAK3	69288	target gene
Crocc2	F6XLV1	381284	target gene
Trim2	Q9ESN6	80890	target gene
Pcgf5	Q3UK78	76073	target gene
Serpinb6b	O08804	20708	target gene
Pdss2	Q33DR3	71365	target gene
Sprr2e	O70556	20759	target gene
Snx29	Q9D3S3	74478	target gene
Gm9956	Q8C3H7	-	target gene
Opn3	Q9WUK7	13603	target gene
Lmf1	Q3U3R4	76483	target gene
Ifna1	P01572	15962	target gene
Haao	Q78JT3	107766	target gene
Klk1b16	P04071	16615	target gene
Slc4a9	Q14DJ1	240215	target gene
Ostf1	Q62422	20409	target gene
Pcmt1	F6V9F1	-	target gene
Grik1	A0A2I3BPT2	14805	target gene
Spop	Q6ZWS8	20747	target gene
Ttll6	A4Q9E8	237930	target gene
Tgfbi	P82198	21810	target gene
Dnmbp	A0A0R4J055	71972	target gene
Vwa3b	Q9D5X0	-	target gene
Cct4	P80315	12464	target gene
Htr1b	P28334	15551	target gene
Cux1	P53564	13047	transcription factor and target gene
Plk3	F6V5S5	-	target gene
Zdhhc3	Q8R173	69035	target gene
Pdlim1	O70400	54132	target gene
Palm2	G3X9P1	-	target gene
Elac1	Q8VEB6	114615	target gene
B230307C23Rik	L7N467	-	target gene
Lcmt1	A0A0U1RNF2	-	target gene
Ripply2	Q2WG76	382089	target gene
Gm973	A0A087WSM0	-	target gene
Gfi1	P70338	14581	transcription factor and target gene
Ttc30b	Q9CY00	72421	target gene
Rcor1	Q8CFE3	217864	target gene
Plcl2	Q8K394	224860	target gene
Zfp874b	Q7M6X2	408067	target gene
Lsm2	O35900	27756	target gene
Ranbp3l	Q6PDH4	223332	target gene
Dusp6	Q9DBB1	67603	target gene
Zfp65	Q91W94	235907	target gene
Zfp282	E9PVC2	101095	target gene
Sncaip	J3QNK1	-	target gene
Dnmt3b	O88509	13436	transcription factor and target gene
Tcf7l1	A1A550	21415	transcription factor and target gene
Aqp4	A0A0R4J0Z3	11829	target gene
Rem2	E9Q4D5	140743	target gene
Lvrn	E9QJR0	74574	target gene
Fyb2	A2A995	-	target gene
Edem3	Q2HXL6	66967	target gene
Zfp189	Q8BKP2	230162	target gene
Vps25	Q9CQ80	28084	target gene
Grm6	Q5NCH9	108072	target gene
Sorbs1	E9QNA7	20411	target gene
Uchl1	Q9R0P9	22223	target gene
Cdh18	E9Q9Q6	320865	target gene
Fh	P97807	14194	target gene
Csgalnact1	Q8BJQ9	234356	target gene
Ski	Q60698	-	transcription factor
Slc30a3	P97441	22784	target gene
Mettl3	G3UXX7	-	target gene
Kremen1	Q99N43	84035	target gene
Pgc	Q9D7R7	109820	target gene
Usf2	Q64705	22282	transcription factor and target gene
Kcna7	Q17ST2	16495	target gene
Tnfaip2	Q61333	21928	target gene
Hcn4	B2RY58	330953	target gene
Crat	P47934	12908	target gene
Sncaip	J3QP58	-	target gene
Nrk	Q9R0G8	27206	target gene
Slc12a1	A2AQ50	-	target gene
Cdc42bpg	Q80UW5	240505	target gene
Serpinb9c	J3JSA2	-	target gene
Fryl	A0A0J9YUJ6	-	target gene
Acyp1	P56376	66204	target gene
Sp2	Q9D2H6	78912	transcription factor and target gene
Smtn	Q921U8	29856	target gene
Fgd5	E9QKY4	232237	target gene
3100002H09Rik	Q9CXW6	-	target gene
Fgf20	Q9ESL9	80857	target gene
Sema5b	Q60519	20357	target gene
Pgk1	P09411	18655	target gene
Zfp157	O88239	-	target gene
Cep128	Q8BI22	75216	target gene
Fam162b	Q9CX19	77296	target gene
Ly6g	P35461	-	target gene
Tpo	P35419	22018	target gene
Mrc1	Q61830	17533	target gene
Crim1	Q9JLL0	50766	target gene
Myl2	P51667	17906	target gene
Fkbp5	Q64378	14229	target gene
Rmc1	Q8VC42	76482	target gene
Zbtb46	Q8BID6	72147	target gene
Gm7276	Q3TYW4	108168393	target gene
Agxt2	Q3UEG6	268782	target gene
Grina	Q9ESF4	66168	target gene
Setd2	E9Q5F9	235626	target gene
Xntrpc	F7D6D1	-	target gene
Obscn	E9QQ96	380698	target gene
Mast2	B1AST8	-	target gene
Fam3d	P97805	18300	target gene
Zfp819	Q9D5K8	-	target gene
Ska1	A0A0R4J0M5	66468	target gene
Traf3ip2	Q8N7N6	103213	target gene
Fanci	Q8K368	208836	target gene
Cntrob	Q8CB62	216846	target gene
R3hdm1	A0A087WRE1	-	target gene
Camsap3	Q80VC9	69697	target gene
Prg2	Q61878	19074	target gene
Znf518a	B2RRF6	72672	target gene
Dgkg	Q91WG7	110197	target gene
Acyp2	P56375	75572	target gene
Abcb4	P21440	18670	target gene
Gpat4	Q8K2C8	102247	target gene
Ttc5	Q99LG4	219022	target gene
Ceacam12	Q3UKP4	67315	target gene
Lamb3	Q61087	16780	target gene
Tulp2	P46686	56734	target gene
H2-Bl	V9GXY0	-	target gene
Gm8237	J3QN62	-	target gene
Zkscan3	A0A286YD32	72739	target gene
Olfr843	Q7TRG4	258560	target gene
Tlr2	G3X8Y8	24088	target gene
Prelid2	Q0VBB0	77619	target gene
Coch	Q62507	12810	target gene
Elovl3	O35949	12686	target gene
Gsn	P13020	227753	target gene
Bmi1	P25916	12151	transcription factor and target gene
CD051_MOUSE	Q9DAF8	67687	target gene
Mtrr	A0A1Y7VM78	-	target gene
Gpx7	Q99LJ6	67305	target gene
Atad5	Q4QY64	237877	target gene
Stx1a	O35526	20907	target gene
Lrp10	Q7TQH7	65107	target gene
Vsx1	Q91V10	114889	target gene
Zim1	Q8C393	22776	target gene
Cic	Q924A2	71722	target gene
Ndufaf2	Q59J78	75597	target gene
Gcc2	E0CYI9	-	target gene
Sorbs1	E9Q6A3	20411	target gene
Trappc3l	Q4KL14	692132	target gene
Pogk	A0A0R4J1T0	71592	target gene
St7	Q99M96	64213	target gene
Cavin1	O54724	19285	target gene
Lzic	Q8K3C3	69151	target gene
Exoc2	Q9D4H1	66482	target gene
Utrn	A0A1W2P6L4	-	target gene
Nnt	Q8BGK0	18115	target gene
Filip1	Q059P4	70598	target gene
Spcs1	Q9D958	69019	target gene
Vip	P32648	22353	target gene
Tfb1m	Q8JZM0	224481	target gene
Sp4	Q62445	-	transcription factor and target gene
Plxnb2	B2RXS4	140570	target gene
Col4a2	P08122	12827	target gene
Ttc32	Q9DAC7	75516	target gene
Slxl1	Q9D515	75140	target gene
Tmem87a	A2AQJ5	211499	target gene
Sncaip	A0A0G2JDC8	-	target gene
Adam2	Q60718	11495	target gene
Acbd6	Q9D061	72482	target gene
Esp8	F7AMQ8	100126778	target gene
Ccm2	Q8K2Y9	216527	target gene
Slc35g2	D3YVE8	245020	target gene
Akr1b1	P45376	11677	target gene
Iffo1	Q8BXL9	320678	target gene
Srsf9	Q9D0B0	108014	target gene
Olfr693	Q8VF89	258445	target gene
Nol9	Q3TZX8	74035	target gene
Oxt	P35454	18429	target gene
Trim33	A0A0G2JE09	-	target gene
Cep350	E9Q309	74081	target gene
Rfc2	Q9WUK4	19718	target gene
Otx2	D3Z7L5	-	target gene
Rab40b	B1ATT4	217371	target gene
Ccl22	O88430	20299	target gene
Prickle2	Q80Y24	243548	target gene
Micall1	Q8BGT6	27008	target gene
Prmt2	Q3UID4	15468	target gene
Sox10	Q04888	20665	transcription factor and target gene
Gbp4	A0A0G2JDT5	-	target gene
Olfr1451	Q8VFX5	258700	target gene
1700129C05Rik	E0CXF5	67932	target gene
Efhd2	Q8C845	27984	target gene
Snap91	Q3TWS4	20616	target gene
Spns3	Q9D232	77577	target gene
Ctps2	P70303	55936	target gene
Snap91	A0A087WSI9	-	target gene
Ddr1	Q03146	12305	target gene
Olfr168	Q8VF05	258354	target gene
Vmn2r4	E9Q277	637053	target gene
Scly	F7D651	-	target gene
Zfp456	A0A286YCV7	-	target gene
Surf6	P70279	20935	target gene
Ablim2	Q8BL65	231148	target gene
Zfp326	A0A0R4J098	54367	target gene
Nudt5	Q9JKX6	53893	target gene
Zfp677	Q6PEP4	210503	target gene
Gm11555	E9PUW3	-	target gene
C5ar2	E9QQ21	319430	target gene
Oacyl	Q8BML2	319888	target gene
Vti1a	O89116	53611	target gene
Azin2	Q8BVM4	242669	target gene
Sh3tc1	G3X9F6	231147	target gene
Mt3	P28184	17751	target gene
Asb14	E9QPD0	142687	target gene
Sdc4	O35988	20971	target gene
Slc16a4	Q8R0M8	229699	target gene
Ralgps2	Q9ERD6	78255	target gene
Rbks	Q8R1Q9	71336	target gene
Tnn	Q80Z71	329278	target gene
Sry	Q05738	21674	transcription factor
Nav2	V9GXT5	-	target gene
Tal1	P22091	21349	transcription factor and target gene
Ydjc	Q14BV6	69101	target gene
Cdc73	Q8JZM7	214498	target gene
Myl4	D6RFU4	-	target gene
Hectd4	F6XXX5	-	target gene
Adgrb3	Q80ZF8	210933	target gene
Dlg2	Q91XM9	23859	target gene
Mpst	Q99J99	246221	target gene
Baz2b	A2AUY4	407823	target gene
Ints8	Q80V86	72656	target gene
Cacna1e	A0A1D5RLU3	-	target gene
Sec16b	Q91XT4	89867	target gene
Pcsk6	F6XJP7	18553	target gene
St7l	Q8K4P7	229681	target gene
Daxx	G3UWI4	-	target gene
Galc	P54818	14420	target gene
Ndufb7	Q9CR61	66916	target gene
Dlx3	Q64205	13393	transcription factor and target gene
Kifap3	P70188	16579	target gene
Smc1a	Q9CU62	24061	target gene
Eif2b3	B1AUN2	108067	target gene
Dcst2	A0A140LIJ0	329702	target gene
Fgd6	Q69ZL1	13998	target gene
Mmp28	Q8CGV5	118453	target gene
Ptbp1	E9Q0W3	-	target gene
Alox5ap	P30355	11690	target gene
Htr1d	Q61224	15552	target gene
Ighv1-47	A0A075B5V8	-	target gene
Apol10b	G3X9K7	328561	target gene
Pqbp1	Q91VJ5	54633	target gene
Traf7	H3BKZ1	-	target gene
Lrrc39	Q8BGI7	109245	target gene
Sacm1l	Q9EP69	83493	target gene
Rad21	Q61550	19357	target gene
Rab43	Q8CG50	69834	target gene
Tmem248	Q3TBN1	71667	target gene
Foxp2	P58463	114142	transcription factor and target gene
Tenm3	A0A1D5RM80	-	target gene
Scly	A0A0R4J069	50880	target gene
CL073_MOUSE	Q8BTC1	544717	target gene
Rsph14	Q9D3W1	71236	target gene
Fam186b	A0A2R8VHU0	-	target gene
Sectm1a	A2ABP8	-	target gene
Pygm	Q9WUB3	19309	target gene
Btaf1	E9QAE3	107182	target gene
Eef2kmt	Q3UZW7	70511	target gene
Zscan25	B2RX31	666311	target gene
Fam167b	P17257	230766	target gene
Abi3bp	Q59IW9	320712	target gene
Sgms1	Q8VCQ6	208449	target gene
Pamr1	Q8BU25	210622	target gene
Usp17ld	G5E8G2	384701	target gene
Ccdc148	Q6P5U8	227933	target gene
Sirpb1c	D3YXM0	-	target gene
Trpm3	Q5F4S8	226025	target gene
Fam184a	E9PW83	75906	target gene
Fars2	Q99M01	69955	target gene
Il17re	Q8BH06	57890	target gene
Ncs1	Q8BNY6	14299	target gene
Ldlrad1	D3YYZ1	546840	target gene
Ces1a	E9PYP1	244595	target gene
Stx5	Q8K1E0	56389	target gene
Akap6	E9Q9K8	238161	target gene
Galnt15	Q9D2N8	78754	target gene
Clca2	Q8BG22	229933	target gene
Sctr	Q5FWI2	319229	target gene
Smim26	Q3V460	228715	target gene
Ypel3	P61237	66090	target gene
Lamtor5	Q9D1L9	68576	target gene
Zfp874b	A0A286YDG9	-	target gene
Idi1	H3BLF8	-	target gene
Kctd12b	Q8C7J6	207474	target gene
Dbx2	F8VQH7	223843	target gene
Gml	A0A087WQL5	-	target gene
Cstdc5	D6REU3	-	target gene
Kif5b	Q61768	16573	target gene
Xpnpep1	S4R167	-	target gene
Cacna2d3	Q9Z1L5	12294	target gene
Serbp1	Q9CY58	66870	target gene
Krtap19-2	Q925I0	170651	target gene
Kirrel3	Q8BR86	67703	target gene
Gcm2	A0A286YD23	-	target gene
Gsdma2	Q32M21	76758	target gene
Gsto2	Q8K2Q2	68214	target gene
Scgn	Q91WD9	214189	target gene
Tlx1	P43345	-	target gene
Ptpn22	P29352	19260	target gene
Aopep	A0A1Y7VN88	-	target gene
Evi5l	H3BL92	-	target gene
Pdcd6ip	Q9WU78	18571	target gene
Anks1b	S4R2N9	-	target gene
Caln1	Q9JJG7	140904	target gene
Atxn3	Q9CVD2	110616	target gene
Klre1	Q8CJC7	243655	target gene
Adamts6	D3Z1A5	108154	target gene
Nhsl1	Q8CAF4	215819	target gene
Srsf4	A0A0A6YXU8	-	target gene
Eif2b3	Q3UKV0	108067	target gene
Celsr2	F7BHW1	-	target gene
Cul5	G3X914	75717	target gene
Plppr5	Q8BJ52	75769	target gene
Ccdc192	F6ZQZ7	-	target gene
Cfap126	Q6P8X9	75472	target gene
Naxd	K3W4M4	69225	target gene
Trim67	Q505D9	330863	target gene
Rabl6	Q5U3K5	227624	target gene
Nrde2	Q80XC6	217827	target gene
Vmn2r87	E9PZX4	625131	target gene
Crygn	Q8VHL5	214301	target gene
Ubtf	A2AWT6	21429	target gene
Ikzf1	Q5SWT9	22778	target gene
Carm1	Q9WVG6	59035	target gene
Cr2	A0A0A6YWU7	-	target gene
Utp20	A0A1W2P7L8	-	target gene
Tenm2	A0A0A0MQ92	23964	target gene
Cux2	P70298	13048	transcription factor and target gene
Asprv1	Q09PK2	67855	target gene
Mmrn1	G3UVV6	70945	target gene
Nudt7	Q99P30	67528	target gene
Wdr95	D6RIJ3	-	target gene
Cers4	Q9D6J1	67260	target gene
Svip	Q3UZP4	75744	target gene
Gnb4	P29387	14696	target gene
Neurog2	P70447	11924	transcription factor and target gene
Ppil6	B2RWF7	73075	target gene
Samd7	Q8C8Y5	75953	target gene
Mau2	Q9D2X5	74549	target gene
A530064D06Rik	Q8C239	328830	target gene
Pthlh	Q924X4	19227	target gene
Stap1	Q9JM90	56792	target gene
Fcn2	O70497	14134	target gene
2410002F23Rik	Q3TE80	668661	target gene
Msrb3	D3YUC9	-	target gene
